TIME,000300.SH,H11008.CSI,CBA01201.CS,CBA00601.CS,NH0100.NHF,DR001.IB
2017-03-14,3456.6934,193.5357,168.7957,169.5511,1364.07,2.39
2017-03-15,3463.6436,193.5401,168.9073,169.5427,1379.34,2.5
2017-03-16,3481.5066,193.7965,169.2062,169.8242,1387.79,2.8
2017-03-17,3445.8051,193.8726,169.1625,169.7582,1383.39,2.7
2017-03-20,3449.6126,193.7966,169.1498,169.6648,1385.49,3.3
2017-03-21,3466.3468,193.7121,169.0234,169.4893,1368.19,3.28
2017-03-22,3450.0502,193.7107,169.0902,169.5294,1346.57,3.0
2017-03-23,3461.9782,193.6875,169.0935,169.4776,1352.3,2.7
2017-03-24,3489.5997,193.7713,169.386,169.8239,1347.51,2.05
2017-03-27,3478.0385,193.8149,169.5178,170.0313,1319.95,2.41
2017-03-28,3469.8093,193.9001,169.6052,170.0541,1321.48,2.8
2017-03-29,3465.1933,193.9482,169.5765,170.0289,1347.31,2.7
2017-03-30,3436.758,193.8612,169.5674,170.0363,1335.25,2.47
2017-03-31,3456.0455,193.8984,169.6015,170.0618,1332.49,3.0
2017-04-05,3503.8932,194.0253,169.6903,170.1145,1351.87,2.52
2017-04-06,3514.0469,194.0065,169.6726,170.0871,1351.46,2.61
2017-04-07,3517.4634,194.1064,169.7785,170.1193,1322.9,2.46
2017-04-10,3505.1392,194.2328,169.8222,170.1024,1314.67,2.4
2017-04-11,3517.328,194.2753,169.775,170.1284,1307.49,2.2
2017-04-12,3509.4387,194.3204,169.7709,170.0259,1286.53,2.39
2017-04-13,3514.5662,194.3996,169.7493,170.1212,1294.93,2.4
2017-04-14,3486.5045,194.3688,169.6229,169.8487,1286.61,2.44
2017-04-17,3479.9417,194.2959,169.3116,169.4176,1287.29,2.5
2017-04-18,3462.7429,194.1418,169.1959,169.2392,1269.05,2.7
2017-04-19,3445.8761,194.0514,169.2396,169.2239,1266.92,2.75
2017-04-20,3461.5481,193.9078,169.1361,169.0728,1278.39,2.66
2017-04-21,3466.7865,193.803,168.9895,168.7359,1285.7,2.68
2017-04-24,3431.2587,193.6607,168.7423,168.4406,1279.35,2.8
2017-04-25,3440.9743,193.4935,168.8694,168.6172,1275.07,2.85
2017-04-26,3445.1832,193.3826,168.9092,168.5653,1273.45,3.1
2017-04-27,3446.7202,193.3117,169.0025,168.631,1282.4,3.1
2017-04-28,3439.753,193.3875,168.9494,168.6238,1294.14,3.2
2017-05-02,3426.5766,193.3975,168.8875,168.4499,1306.89,2.87
2017-05-03,3413.1282,193.2891,168.7807,168.1519,1297.15,2.92
2017-05-04,3404.3864,193.0941,168.5174,167.9237,1255.24,3.0
2017-05-05,3382.5502,193.0156,168.4784,167.8832,1238.18,2.6
2017-05-08,3358.8125,192.9523,168.3029,167.5792,1243.58,2.81
2017-05-09,3352.5324,192.729,168.0282,167.3119,1247.16,2.7
2017-05-10,3337.7007,192.4168,167.69,166.8525,1249.09,2.8
2017-05-11,3356.6459,192.095,167.7952,167.1294,1255.56,2.9
2017-05-12,3385.3787,192.0161,167.6686,166.9308,1240.78,2.3
2017-05-15,3399.1937,192.0236,167.8223,167.0708,1254.85,2.65
2017-05-16,3428.6491,191.9374,167.7921,167.0225,1259.26,2.9
2017-05-17,3409.9656,191.8677,167.8102,166.6788,1271.02,2.6
2017-05-18,3398.1127,191.9329,167.9486,166.7408,1262.4,2.6
2017-05-19,3403.8492,191.9487,167.9308,166.6677,1282.62,2.5
2017-05-22,3411.2387,192.0201,167.8591,166.4397,1290.99,2.5
2017-05-23,3424.194,192.0458,167.8632,166.5135,1288.06,2.6
2017-05-24,3424.1669,192.0583,167.8813,166.6983,1271.92,2.55
2017-05-25,3485.6581,192.0714,167.9648,166.9184,1272.34,2.58
2017-05-26,3480.4345,192.113,167.9896,166.8737,1267.18,2.5
2017-05-31,3492.8845,192.2673,168.1909,167.3676,1223.39,2.66
2017-06-01,3497.7382,192.2578,168.2459,167.3642,1224.19,2.75
2017-06-02,3486.5074,192.3121,168.2767,167.3494,1215.56,2.91
2017-06-05,3468.7538,192.3772,168.4251,167.5029,1219.12,2.9
2017-06-06,3492.8816,192.4122,168.4436,167.3989,1219.44,2.85
2017-06-07,3533.8718,192.5003,168.4329,167.3344,1221.33,2.6
2017-06-08,3560.9786,192.5202,168.4832,167.2721,1221.87,2.9
2017-06-09,3576.1703,192.5936,168.5441,167.429,1224.95,2.5
2017-06-12,3574.3894,192.7243,168.9229,167.9993,1237.3,2.83
2017-06-13,3582.2674,192.8961,169.1194,168.1222,1217.01,2.8
2017-06-14,3535.2987,193.127,169.2735,168.3288,1241.36,2.8
2017-06-15,3528.7926,193.3076,169.413,168.3743,1234.74,2.85
2017-06-16,3518.7611,193.4271,169.435,168.014,1238.67,2.86
2017-06-19,3553.6653,193.7082,169.8842,168.5652,1248.14,2.9
2017-06-20,3546.494,193.9885,170.1314,168.6767,1245.61,2.88
2017-06-21,3587.955,194.1377,170.1028,168.3669,1242.88,2.65
2017-06-22,3590.3425,194.2289,169.976,168.1293,1236.18,2.83
2017-06-23,3622.8831,194.199,170.0582,168.2109,1250.33,2.75
2017-06-26,3668.0919,194.3662,170.3151,168.4794,1253.63,2.55
2017-06-27,3674.7152,194.5962,170.533,168.6825,1268.68,2.55
2017-06-28,3646.1666,194.6833,170.5803,168.6351,1273.93,2.45
2017-06-29,3668.8279,194.9035,170.5974,168.6023,1295.11,2.5
2017-06-30,3666.7977,195.0373,170.5718,168.4213,1294.04,2.69
2017-07-03,3650.8463,195.1117,170.5837,168.2545,1312.75,2.6
2017-07-04,3619.9841,195.1456,170.5237,168.2271,1286.17,2.65
2017-07-05,3659.6795,195.1916,170.6185,168.4425,1293.94,2.51
2017-07-06,3660.0967,195.2735,170.7641,168.6076,1297.88,2.5
2017-07-07,3655.9293,195.3331,170.772,168.5785,1303.19,2.8
2017-07-10,3653.6868,195.474,170.7861,168.5764,1301.52,2.7
2017-07-11,3670.8086,195.5285,170.8131,168.6102,1321.15,2.6
2017-07-12,3658.8236,195.608,170.9264,168.6326,1325.61,2.65
2017-07-13,3686.9205,195.6691,171.063,168.7105,1332.01,2.66
2017-07-14,3703.094,195.7127,171.0725,168.7768,1321.47,2.6
2017-07-17,3663.5575,195.8628,171.1743,168.8202,1341.15,2.65
2017-07-18,3667.1807,195.8357,171.0115,168.6586,1346.23,2.79
2017-07-19,3729.7466,195.8694,171.0972,168.7257,1364.02,2.8
2017-07-20,3747.8843,195.9163,171.1713,168.7645,1354.41,3.29
2017-07-21,3728.5976,195.9245,171.2204,168.5955,1360.1,2.8
2017-07-24,3743.4686,195.9915,171.2911,168.4508,1345.26,2.9
2017-07-25,3719.559,196.0625,171.2533,168.35,1363.02,2.74
2017-07-26,3705.3884,196.1034,171.1702,168.1068,1357.24,2.76
2017-07-27,3712.1947,196.0781,171.1922,168.1984,1365.56,3.1
2017-07-28,3721.8914,196.0953,171.2001,168.1967,1353.89,2.86
2017-07-31,3737.8732,196.1635,171.1408,168.1126,1385.33,3.2
2017-08-01,3770.3828,196.1557,171.0379,168.0229,1379.41,3.29
2017-08-02,3760.8525,196.1651,171.0589,168.0947,1381.12,2.98
2017-08-03,3727.8264,196.1353,171.0429,168.1417,1374.57,2.79
2017-08-04,3707.5796,196.2021,171.0483,168.2123,1388.48,2.66
2017-08-07,3726.7948,196.2535,170.8546,167.9837,1398.28,2.8
2017-08-08,3732.2129,196.1411,170.7836,167.9865,1404.43,2.9
2017-08-09,3731.044,196.0506,170.7877,167.9731,1428.77,2.9
2017-08-10,3715.9208,195.9938,170.8709,168.0639,1427.58,2.8
2017-08-11,3647.3503,195.9984,171.072,168.2848,1402.52,2.77
2017-08-14,3694.6831,196.1086,171.2025,168.4028,1396.64,2.84
2017-08-15,3706.0566,196.1539,171.2752,168.4612,1395.04,2.83
2017-08-16,3701.4207,196.1994,171.1937,168.3717,1390.19,3.29
2017-08-17,3721.277,196.2325,171.1627,168.2525,1428.29,2.9
2017-08-18,3724.6748,196.2156,171.1179,168.047,1440.99,2.84
2017-08-21,3740.9941,196.3345,171.0746,167.9105,1455.06,3.29
2017-08-22,3752.298,196.2943,170.9282,167.8948,1467.67,2.8
2017-08-23,3756.0884,196.2763,170.915,167.9392,1448.54,3.0
2017-08-24,3734.6458,196.1683,170.8016,167.8179,1458.11,2.5
2017-08-25,3795.7544,196.081,170.7567,167.7376,1472.5,2.5
2017-08-28,3842.7119,196.0578,170.6415,167.5871,1469.44,2.9
2017-08-29,3834.5376,196.0181,170.6472,167.7092,1455.64,2.9
2017-08-30,3834.3005,195.9505,170.6193,167.738,1451.47,2.6
2017-08-31,3822.0928,195.9115,170.6706,167.8112,1458.05,2.89
2017-09-01,3830.5383,195.9215,170.6732,167.8173,1472.79,2.5
2017-09-04,3845.6163,195.991,170.6815,167.7754,1473.43,2.72
2017-09-05,3857.0464,195.9932,170.6055,167.6674,1482.63,2.65
2017-09-06,3849.4499,196.0334,170.6522,167.7228,1472.84,2.6
2017-09-07,3829.8713,196.072,170.8917,167.9735,1463.26,2.6
2017-09-08,3825.9895,196.1387,171.0761,168.1159,1447.17,2.6
2017-09-11,3825.6453,196.3191,171.1004,168.0917,1447.08,2.6
2017-09-12,3837.9341,196.3995,171.0954,168.0957,1459.91,2.62
2017-09-13,3842.6061,196.4464,171.079,167.9874,1442.8,2.63
2017-09-14,3829.9554,196.5172,171.2331,168.1666,1424.9,2.7
2017-09-15,3831.2965,196.5752,171.2959,168.0575,1410.68,2.8
2017-09-18,3843.1428,196.6953,171.281,167.9739,1403.05,2.85
2017-09-19,3832.1161,196.7335,171.3043,168.0107,1391.58,2.2
2017-09-20,3842.4353,196.7505,171.3188,167.97,1398.29,3.0
2017-09-21,3837.8176,196.8076,171.2743,167.8919,1366.83,2.7
2017-09-22,3837.7304,196.8302,171.3117,168.1156,1357.15,2.6
2017-09-25,3817.7915,196.923,171.4714,168.393,1361.33,3.0
2017-09-26,3820.7816,196.948,171.4464,168.3812,1363.33,3.0
2017-09-27,3821.2,196.9624,171.3836,168.3308,1366.96,2.9
2017-09-28,3822.5386,196.9464,171.4743,168.4104,1333.69,2.5
2017-09-29,3836.5013,196.9769,171.5231,168.4593,1347.75,2.8
2017-10-09,3882.2076,197.2424,171.5848,168.4138,1342.73,3.0
2017-10-10,3889.8637,197.2484,171.5868,168.3901,1330.48,2.6
2017-10-11,3902.6868,197.266,171.5905,168.4073,1327.88,2.6
2017-10-12,3912.9536,197.3209,171.4894,168.2311,1346.35,2.6
2017-10-13,3921.0017,197.3594,171.4995,168.2977,1373.53,2.55
2017-10-16,3913.4462,197.2536,171.2934,168.0363,1384.11,2.56
2017-10-17,3913.0688,197.1696,171.1972,167.7925,1370.72,2.6
2017-10-18,3944.1626,197.1554,171.2403,167.8347,1366.82,2.3
2017-10-19,3931.2495,197.1971,171.3597,167.9994,1343.94,2.58
2017-10-20,3926.852,197.2479,171.3805,168.0435,1375.84,2.55
2017-10-23,3930.7981,197.3392,171.3949,168.0805,1356.57,2.62
2017-10-24,3959.3953,197.3801,171.3986,168.0851,1360.12,2.5
2017-10-25,3976.949,197.2542,171.209,167.8022,1360.24,2.67
2017-10-26,3993.5752,197.2714,171.1796,167.8049,1357.34,2.71
2017-10-27,4021.9676,197.2706,171.0205,167.5855,1337.63,2.9
2017-10-30,4009.7218,197.1753,170.495,166.9388,1333.74,2.78
2017-10-31,4006.7179,197.0122,170.5384,167.0237,1334.1,2.8
2017-11-01,3996.6221,197.0018,170.7044,167.3539,1339.93,2.5
2017-11-02,3997.1343,197.0555,170.6638,167.2945,1357.76,2.56
2017-11-03,3992.6979,197.0995,170.6417,167.258,1356.34,2.52
2017-11-06,4020.8896,197.1475,170.6672,167.3376,1380.85,2.46
2017-11-07,4054.2465,197.1179,170.523,167.2149,1384.74,2.54
2017-11-08,4048.0057,196.9999,170.4584,167.2265,1380.6,2.6
2017-11-09,4075.8998,196.9623,170.4156,167.2562,1382.18,2.7
2017-11-10,4111.9112,196.9772,170.2952,167.1643,1382.52,2.6
2017-11-13,4128.0733,196.8477,169.8937,166.9155,1389.26,2.92
2017-11-14,4099.351,196.6398,169.6947,166.8567,1393.34,2.85
2017-11-15,4073.6696,196.4929,169.698,166.9713,1364.59,2.82
2017-11-16,4105.0122,196.3472,169.7665,167.1936,1367.49,2.8
2017-11-17,4120.8508,196.3585,169.7393,167.3043,1369.94,2.72
2017-11-20,4143.8334,196.3561,169.7152,167.3488,1386.25,2.8
2017-11-21,4217.7015,196.3107,169.4654,167.2879,1391.28,3.1
2017-11-22,4227.5666,196.1826,168.6843,167.0388,1404.08,3.0
2017-11-23,4102.3966,195.8337,168.6245,167.0769,1406.81,2.9
2017-11-24,4104.2034,195.7418,168.8406,167.3022,1417.89,2.8
2017-11-27,4049.9475,195.6633,168.9119,167.3525,1403.99,2.0
2017-11-28,4055.8235,195.5409,168.8255,167.3017,1404.53,2.77
2017-11-29,4053.7529,195.5597,168.9263,167.4988,1408.99,2.62
2017-11-30,4006.0993,195.4737,168.9609,167.6508,1410.97,2.8
2017-12-01,3998.1365,195.4753,169.0748,167.7352,1421.24,2.58
2017-12-04,4018.8571,195.5682,169.1981,167.8288,1441.41,2.61
2017-12-05,4040.1704,195.687,169.3013,167.884,1426.72,2.54
2017-12-06,4015.8211,195.7906,169.3772,167.9427,1413.02,2.58
2017-12-07,3971.0569,195.8802,169.4573,167.8777,1376.99,2.55
2017-12-08,4003.3792,195.9152,169.4502,167.7797,1390.7,2.59
2017-12-11,4069.4997,195.9675,169.3084,167.574,1387.4,2.7
2017-12-12,4016.0163,195.9604,169.2055,167.4961,1394.56,2.6
2017-12-13,4050.0927,195.9732,169.1506,167.4933,1389.82,2.8
2017-12-14,4026.1516,195.9618,169.2044,167.5745,1377.46,2.81
2017-12-15,3980.8558,195.9287,169.283,167.7372,1388.64,2.69
2017-12-18,3985.2914,196.0641,169.3745,167.8581,1415.36,2.7
2017-12-19,4035.3294,196.0113,169.2967,167.8468,1409.5,2.5
2017-12-20,4030.4898,195.9812,169.1992,167.8284,1409.32,2.8
2017-12-21,4067.8485,196.0277,169.0863,167.8357,1410.3,2.62
2017-12-22,4054.5984,196.0847,169.1521,167.9214,1417.31,2.54
2017-12-25,4041.5401,196.1054,169.1866,167.9628,1399.29,2.53
2017-12-26,4053.6224,196.1042,169.1024,167.8841,1410.11,2.6
2017-12-27,3991.2075,196.1362,169.0231,167.8351,1400.47,3.15
2017-12-28,4018.8974,196.0958,169.0222,167.893,1405.91,3.0
2017-12-29,4030.8549,196.1813,169.1014,167.9803,1407.05,2.97
2018-01-02,4087.4012,196.3709,169.2453,168.0527,1422.97,2.59
2018-01-03,4111.3925,196.3902,169.262,168.04,1417.58,2.1
2018-01-04,4128.8119,196.4078,169.1726,167.977,1425.7,2.43
2018-01-05,4138.7505,196.439,169.3039,168.1484,1421.28,2.4
2018-01-08,4160.1595,196.5182,169.3665,168.344,1427.7,2.45
2018-01-09,4189.2977,196.5159,169.3648,168.4383,1430.53,2.51
2018-01-10,4207.8132,196.6011,169.1371,168.3388,1426.44,2.7
2018-01-11,4205.5863,196.4237,168.961,168.2483,1429.46,2.84
2018-01-12,4225.001,196.441,168.9941,168.3427,1420.62,2.8
2018-01-15,4225.2393,196.452,168.8456,168.2272,1420.11,3.2
2018-01-16,4258.473,196.4882,168.8335,168.2759,1404.8,2.81
2018-01-17,4248.1164,196.53,168.777,168.2486,1402.03,2.77
2018-01-18,4271.4168,196.4991,168.6206,168.1799,1405.33,2.78
2018-01-19,4285.395,196.5432,168.6272,168.2275,1410.07,2.88
2018-01-22,4336.5974,196.6362,168.7492,168.341,1412.81,2.82
2018-01-23,4382.6129,196.6635,168.8136,168.4244,1408.26,2.57
2018-01-24,4389.8853,196.6786,168.8813,168.4474,1405.2,2.61
2018-01-25,4365.0794,196.7269,168.9425,168.4647,1423.81,2.54
2018-01-26,4381.2996,196.7564,168.987,168.5284,1416.22,2.4
2018-01-29,4302.0181,196.8619,169.0446,168.5889,1417.5,2.3
2018-01-30,4256.1021,196.8762,169.0493,168.5926,1405.81,2.5
2018-01-31,4275.8986,196.9218,169.1729,168.7016,1402.74,2.58
2018-02-01,4245.8978,197.0265,169.3561,168.7707,1395.54,2.48
2018-02-02,4271.2326,197.0639,169.3794,168.7985,1403.66,2.48
2018-02-05,4274.1464,197.1875,169.4295,168.7945,1409.32,2.52
2018-02-06,4148.8856,197.2816,169.7326,169.0309,1400.68,2.6
2018-02-07,4050.4972,197.3515,169.7974,169.1781,1404.44,2.56
2018-02-08,4012.0472,197.4312,169.8388,169.1291,1395.37,2.56
2018-02-09,3840.6527,197.4379,169.8616,169.2121,1387.88,2.59
2018-02-12,3890.1046,197.5843,170.0393,169.2808,1393.04,2.6
2018-02-13,3935.6324,197.6935,170.0851,169.3392,1396.74,2.58
2018-02-14,3966.9614,197.8051,170.0858,169.3767,1408.19,2.4
2018-02-22,4052.7332,197.9755,170.1665,169.4897,1410.02,2.6
2018-02-23,4071.0889,198.0523,170.2463,169.573,1429.91,2.56
2018-02-26,4118.4186,198.1888,170.6485,169.9746,1439.84,2.6
2018-02-27,4058.9806,198.3151,170.8678,170.1645,1437.6,2.54
2018-02-28,4023.6415,198.417,170.9102,170.3001,1432.39,2.92
2018-03-01,4049.0863,198.4747,170.9859,170.2906,1435.66,2.69
2018-03-02,4016.461,198.566,170.925,170.2392,1434.35,2.76
2018-03-05,4018.097,198.6759,170.897,170.1789,1420.22,2.63
2018-03-06,4066.5647,198.7493,171.0022,170.2095,1422.04,2.59
2018-03-07,4036.6536,198.7859,171.0709,170.3058,1411.07,2.56
2018-03-08,4077.6001,198.8847,171.2131,170.3606,1394.13,2.8
2018-03-09,4108.8652,198.9141,171.2241,170.4293,1373.03,2.58
2018-03-12,4127.6662,199.068,171.2825,170.5191,1371.24,2.66
2018-03-13,4091.2533,199.1233,171.1937,170.4762,1369.78,2.1
2018-03-14,4073.3447,199.0942,171.193,170.4801,1381.94,2.5
2018-03-15,4096.1627,199.1191,171.2586,170.5335,1377.79,2.6
2018-03-16,4056.4226,199.1129,171.3285,170.6701,1372.36,2.56
2018-03-19,4074.2479,199.2125,171.3884,170.6905,1356.55,2.54
2018-03-20,4077.7041,199.2458,171.5193,170.838,1352.16,2.54
2018-03-21,4061.0502,199.3127,171.6521,170.9809,1347.69,2.54
2018-03-22,4020.349,199.4945,171.9243,171.1932,1352.35,2.51
2018-03-23,3904.9355,200.0572,172.595,171.6462,1314.59,2.55
2018-03-26,3879.893,200.1426,172.5983,171.6066,1308.59,2.56
2018-03-27,3913.2689,200.2129,172.4922,171.4971,1317.14,2.66
2018-03-28,3842.7155,200.3087,172.6872,171.5023,1305.15,2.58
2018-03-29,3894.0498,200.3532,172.7405,171.4652,1309.71,2.6
2018-03-30,3898.4977,200.4229,172.9558,171.48,1328.01,2.8
2018-04-02,3886.9189,200.5135,173.0482,171.5743,1334.81,2.4
2018-04-03,3862.4796,200.6827,173.2981,171.6133,1333.1,2.54
2018-04-04,3854.8625,200.8508,173.5266,171.7216,1329.53,2.5
2018-04-09,3852.9292,201.164,174.0982,172.2571,1340.17,2.52
2018-04-10,3927.1729,201.2627,173.961,172.2652,1345.33,2.3
2018-04-11,3938.3434,201.326,174.031,172.357,1339.3,2.56
2018-04-12,3898.6354,201.4316,174.0493,172.4611,1333.51,2.55
2018-04-13,3871.1443,201.5159,174.045,172.6169,1338.8,2.56
2018-04-16,3808.863,201.653,174.2475,172.9239,1323.66,2.9
2018-04-17,3748.6412,201.7751,174.3986,173.071,1330.94,2.7
2018-04-18,3766.282,202.8462,176.1477,174.6493,1343.39,3.0
2018-04-19,3811.843,202.9091,175.8276,174.4542,1369.89,2.83
2018-04-20,3760.8543,202.933,175.8509,174.5148,1350.53,3.2
2018-04-23,3766.3257,202.887,175.5955,174.0865,1368.49,2.8
2018-04-24,3843.4886,202.8676,175.6608,174.2281,1362.86,3.0
2018-04-25,3828.7015,202.8018,175.5228,174.0706,1363.24,3.0
2018-04-26,3755.4941,202.7989,175.3197,173.9783,1357.89,2.8
2018-04-27,3756.8765,202.708,175.2197,173.867,1355.3,2.92
2018-05-02,3763.6461,202.7429,175.0828,173.765,1376.22,2.7
2018-05-03,3793.0001,202.7265,175.2022,173.8287,1374.75,2.63
2018-05-04,3774.5981,202.6069,175.4042,173.9558,1374.48,2.53
2018-05-07,3834.1877,202.6067,175.3567,173.9082,1379.46,2.55
2018-05-08,3878.6767,202.5931,175.2081,173.6727,1376.76,2.54
2018-05-09,3871.6152,202.4827,174.9807,173.5588,1366.34,2.48
2018-05-10,3893.0565,202.3506,174.98,173.6427,1372.94,2.48
2018-05-11,3872.8383,202.2515,175.0296,173.7467,1383.31,2.45
2018-05-14,3909.2933,202.234,175.0585,173.721,1383.52,2.56
2018-05-15,3924.0975,202.1349,174.8947,173.5778,1382.35,2.66
2018-05-16,3892.8442,202.079,174.8424,173.5832,1380.23,2.46
2018-05-17,3864.0507,202.0443,174.8387,173.4907,1377.75,2.56
2018-05-18,3903.0637,202.0128,174.8692,173.6145,1379.13,2.53
2018-05-21,3921.2421,202.0688,175.0517,173.7565,1378.6,2.51
2018-05-22,3906.2081,201.9525,175.2563,173.9603,1371.74,2.52
2018-05-23,3854.5825,202.0052,175.4806,174.1262,1363.34,2.52
2018-05-24,3827.217,202.1011,175.6051,174.1455,1370.8,2.52
2018-05-25,3816.498,202.1428,175.8138,174.4279,1367.67,2.5
2018-05-28,3833.2599,202.2673,175.8306,174.4839,1366.59,2.53
2018-05-29,3804.0093,202.3278,175.8817,174.4724,1384.38,2.76
2018-05-30,3723.3724,202.3791,175.967,174.5307,1374.6,2.89
2018-05-31,3802.3759,202.3703,175.8391,174.409,1385.52,3.39
2018-06-01,3770.5891,202.3742,175.8644,174.289,1390.29,2.8
2018-06-04,3807.5781,202.4203,175.7913,174.0461,1384.71,2.57
2018-06-05,3845.3164,202.438,175.7512,173.9685,1385.9,2.55
2018-06-06,3837.3511,202.461,175.7666,173.8704,1389.66,2.53
2018-06-07,3831.0128,202.3984,175.7113,173.8493,1397.3,2.5
2018-06-08,3779.6159,202.3907,175.8131,173.9867,1387.7969,2.55
2018-06-11,3779.9818,202.4474,175.8765,174.0031,1391.7167,2.57
2018-06-12,3825.9534,202.4697,175.7761,173.8002,1399.9046,2.61
2018-06-13,3788.3391,202.4693,175.9249,173.9466,1387.6822,2.5
2018-06-14,3773.3655,202.4156,176.1103,174.1271,1394.6524,2.59
2018-06-15,3753.4338,202.4524,176.2182,174.3281,1395.2515,2.57
2018-06-19,3621.1166,202.6078,176.6181,174.7127,1365.16,2.4
2018-06-20,3635.4436,202.5981,176.4841,174.5366,1374.43,2.81
2018-06-21,3592.965,202.6326,176.7336,174.6594,1356.32,2.57
2018-06-22,3608.9046,202.6508,176.8722,174.7421,1357.29,2.0
2018-06-25,3560.4777,202.7511,176.9158,174.7339,1358.52,2.55
2018-06-26,3531.1112,202.7797,176.962,174.7978,1355.28,2.4
2018-06-27,3459.2621,202.7908,177.1885,174.8926,1362.31,2.3
2018-06-28,3423.5255,202.8058,177.4762,175.2434,1371.58,2.2
2018-06-29,3510.9845,203.0612,177.8873,175.905,1385.87,2.2
2018-07-02,3407.9638,203.22,178.2142,176.038,1377.88,2.4
2018-07-03,3409.2801,203.4546,178.3442,176.0607,1375.44,2.32
2018-07-04,3363.7473,203.6694,178.4046,176.0207,1365.95,2.1
2018-07-05,3342.4379,203.7919,178.6958,176.1523,1357.53,2.0
2018-07-06,3365.1227,203.9338,178.6937,175.985,1356.19,1.9
2018-07-09,3459.1837,204.1126,178.5779,175.9085,1365.33,1.95
2018-07-10,3467.5155,204.1031,178.4849,175.878,1362.27,2.2
2018-07-11,3407.5297,204.1402,178.591,176.0033,1355.44,2.38
2018-07-12,3481.0559,204.2496,178.6299,176.034,1364.9,2.46
2018-07-13,3492.6897,204.3103,178.8097,176.3183,1356.35,2.33
2018-07-16,3472.0859,204.3522,179.0222,176.459,1354.77,2.57
2018-07-17,3449.3773,204.4315,179.0798,176.4575,1352.52,2.0
2018-07-18,3431.3227,204.4581,179.3212,176.5839,1351.04,2.5
2018-07-19,3428.343,204.5803,179.6853,176.8125,1358.52,2.4
2018-07-20,3492.8938,204.7376,179.6024,176.5428,1365.21,2.32
2018-07-23,3525.7503,205.0142,179.6756,176.4796,1369.8,2.35
2018-07-24,3581.7057,205.1421,179.3073,176.2103,1373.09,2.34
2018-07-25,3577.7522,205.2298,179.302,176.1963,1384.36,2.33
2018-07-26,3536.2456,205.3793,179.424,176.2881,1385.59,2.33
2018-07-27,3521.2269,205.6306,179.659,176.5272,1398.94,2.0
2018-07-30,3515.0794,205.7799,179.8946,176.6697,1402.62,2.17
2018-07-31,3517.6568,205.9597,180.2653,176.9906,1408.34,2.04
2018-08-01,3447.3882,206.1616,180.3797,177.1685,1400.53,2.0
2018-08-02,3370.9579,206.4895,180.4564,177.2085,1403.08,1.95
2018-08-03,3315.2839,206.7205,180.7677,177.3779,1415.34,1.87
2018-08-06,3273.2728,206.9353,181.0608,177.4783,1435.12,1.7
2018-08-07,3368.8695,207.1905,181.2899,177.4587,1447.9,1.58
2018-08-08,3314.5075,207.3382,181.084,177.1602,1445.72,1.43
2018-08-09,3397.5298,207.2354,180.5483,176.6877,1447.37,1.62
2018-08-10,3405.0191,206.8325,180.4972,176.6213,1435.98,1.82
2018-08-13,3390.3441,206.6373,180.126,176.2558,1448.57,2.1
2018-08-14,3372.9137,206.4715,180.3552,176.3924,1443.01,2.35
2018-08-15,3291.976,206.4365,180.3186,176.3273,1437.91,2.34
2018-08-16,3276.7276,206.5018,180.1449,176.1314,1423.74,2.51
2018-08-17,3229.6198,206.4102,179.8386,175.3158,1434.41,2.58
2018-08-20,3267.2498,206.016,179.6911,175.3894,1445.6,2.68
2018-08-21,3326.6489,205.9312,179.5626,175.1994,1445.39,2.0
2018-08-22,3307.9545,205.8985,179.7638,175.4068,1447.0,2.52
2018-08-23,3320.0257,205.9565,180.0848,175.6085,1433.32,2.42
2018-08-24,3325.3347,206.0724,180.1041,175.5977,1442.45,2.37
2018-08-27,3406.5735,206.1778,179.9531,175.6052,1431.94,2.42
2018-08-28,3400.1705,206.2638,179.951,175.6649,1438.38,2.4
2018-08-29,3386.5736,206.2086,180.0022,175.6378,1430.49,2.37
2018-08-30,3351.0942,206.1864,180.1206,175.8575,1432.23,2.15
2018-08-31,3334.5036,206.3109,180.2709,175.9628,1426.02,2.217
2018-09-03,3321.8248,206.4361,180.13,175.8208,1415.18,2.25
2018-09-04,3363.8984,206.413,180.1554,175.676,1415.49,2.1
2018-09-05,3298.1412,206.4515,180.1783,175.6869,1411.44,2.2
2018-09-06,3262.8808,206.4802,180.1574,175.6605,1422.77,2.53
2018-09-07,3277.6438,206.4909,180.1041,175.5813,1417.71,2.58
2018-09-10,3230.0681,206.4742,179.9995,175.2557,1431.42,2.57
2018-09-11,3224.2116,206.4477,179.8574,175.101,1413.28,2.1
2018-09-12,3202.0248,206.3762,179.9802,175.1851,1413.68,2.35
2018-09-13,3236.5662,206.4006,180.0432,175.2818,1422.2,2.5
2018-09-14,3242.0902,206.484,180.1292,175.4459,1419.91,2.48
2018-09-17,3204.9224,206.5743,180.269,175.5805,1417.19,2.5
2018-09-18,3269.4319,206.6432,180.2627,175.5853,1423.86,2.66
2018-09-19,3312.4823,206.6837,180.2612,175.4273,1429.43,2.56
2018-09-20,3310.1258,206.619,180.159,175.3362,1431.99,2.55
2018-09-21,3410.4856,206.6699,180.2094,175.4933,1437.21,2.52
2018-09-25,3379.8043,206.7818,180.2833,175.6341,1438.32,2.53
2018-09-26,3417.2413,206.7618,180.4796,175.8092,1440.88,2.54
